participant id,event date,event name,event type,time,category
2090,2014-10-19,scotiabank toronto waterfront marathon,half marathon,01:48:37,m40-44
2090,2013-09-22,marathon oasis de montreal,marathon,04:37:55,m35-39
2091,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,03:19:59,m35-39
2091,2013-04-28,banque scotia 21km et 5km,21 km,01:24:50,m35-39
2092,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,03:59:51,f30-34
2093,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:19:53,m45-49
2094,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,02:29:45,m45-49
2094,2015-06-07,course mec montréal #4,1 km,00:06:05,f12-
2094,2014-09-28,marathon oasis rock ‘n’ roll de montréal,demi-marathon,02:47:32,m45-49
2094,2013-09-22,marathon oasis de montreal,marathon,05:32:55,m45-49
2095,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:23:01,f45-49
2096,2015-08-23,demi-marathon bonneville de lachine,21.1 km,01:50:21,f50-59
2096,2013-10-20,scotiabank toronto waterfront marathon,marathon,04:13:41,f50-54
2096,2013-09-22,marathon oasis de montreal,demi-marathon,01:54:06,f50-54
2096,2013-05-26,ottawa race weekend,ottawa half-marathon - demi-marathon,-1,f50-54
2096,2012-09-23,marathon oasis de montreal,marathon,04:31:38,f50-54
2096,2012-08-26,marathon des deux rives lévis-québec,demi-marathon,02:00:11,f50-59
2097,2012-09-23,marathon oasis de montreal,marathon,04:12:39,m40-44
2098,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:22:27,m55-59
2099,2016-04-30,marathon des érables,marathon,05:23:42,m30-39
2099,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:52:23,m30-34
2100,2016-06-19,courses thematiques tour du lac brome merrell,20 km,01:49:38,m30-39
2100,2015-10-18,scotiabank toronto waterfront marathon,half marathon,-1,m35-39
2100,2015-08-16,demi-marathon des vergers,demi marathon,01:53:11,m30-39
2100,2015-07-12,course mec longueuil #4,21.1 km,01:53:19,m30-39
2100,2015-05-24,tamarack ottawa race weekend,ottawa half marathon,-1,m35-39
2100,2014-08-24,demi-marathon bonneville de lachine,demi-marathon,01:56:10,m30-39
2100,2014-06-15,tour du lac brome,20 km route,01:48:43,m30-39
2100,2013-09-22,marathon oasis de montreal,marathon,04:26:46,m35-39
2100,2012-10-14,classique du parc la fontaine,10 km,00:49:45,m30-39
2100,2012-09-23,marathon oasis de montreal,demi-marathon,01:57:40,m30-34
2101,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:44:37,m18-24
2102,2013-09-22,marathon oasis de montreal,marathon,04:11:16,m60-64
2103,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,01:58:06,m25-29
2104,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,01:32:24,m50-54
2104,2014-06-14,triathlon fbl drummondville,triathlon olympique,02:36:26,m50-54
2104,2013-09-22,marathon oasis de montreal,marathon,03:32:09,m50-54
2104,2013-06-15,triathlon fbl drummondville,triathlon olympique,02:26:05,m50-54
2105,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,06:21:01,m55-59
2106,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:13:30,f40-44
2107,2014-10-12,le cross des couleurs,11 km,01:09:14,f40-49
2107,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:21:35,f45-49
2107,2013-09-22,marathon oasis de montreal,marathon,04:09:57,f40-44
2107,2013-09-15,la grande vadrouille,10km,00:51:49,f15-
2107,2013-05-26,ottawa race weekend,ottawa marathon,-1,f40-44
2107,2013-04-28,banque scotia 21km et 5km,21 km,01:56:34,f40-44
2107,2013-03-24,course et marche populaires de lasalle,10 km,00:56:46,f40-49
2107,2013-02-17,défi hivernal ile bizard,10 km,00:56:43,f40-49
2107,2012-09-23,marathon oasis de montreal,demi-marathon,01:58:53,f40-44
2107,2012-04-29,banque scotia 21km et 5km,21.1 km,02:01:27,f40-44
2107,2012-03-25,course et marche populaires de lasalle,10 km,00:57:11,f40-49
2107,2012-03-25,course et marche populaires de lasalle,2 km,00:09:46,f40-49
2108,2016-08-17,le 5km endurance,5 km,00:18:51,m40-49
2108,2016-05-08,au rythme de nos foulées châteauguay,demi-marathon,01:30:12,m40-49
2108,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,03:36:08,m40-44
2109,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:13:50,m40-44
2110,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:00:47,m35-39
2111,2013-09-22,marathon oasis de montreal,demi-marathon,01:58:55,m18-24
2111,2012-09-23,marathon oasis de montreal,marathon,04:22:05,m18-24
2112,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:54:32,f45-49
2113,2016-07-08,le 5 et 10 km du p'tit train du nord,10 km,00:49:51,m40-49
2113,2016-04-30,marathon des érables,marathon,04:12:54,m40-49
2113,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:13:52,m40-44
2113,2013-09-22,marathon oasis de montreal,demi-marathon,01:47:31,m40-44
2114,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:29:36,m45-49
2114,2015-04-25,demi-marathon des érables,10 km,00:56:06,m40-49
2114,2015-02-22,demi-marathon des glaces,10 km,01:07:40,m40-49
2115,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,02:50:02,m50-54
2116,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:21:54,m40-44
2117,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:29:25,m18-24
2117,2014-02-16,demi marathon hypothermique,demi-marathon,02:17:13,m20-29
2117,2013-09-22,marathon oasis de montreal,marathon,04:19:43,m18-24
2117,2013-06-02,course d'ete des iles de boucherville,21.1 km course,02:06:53,m20-29
2118,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,02:39:52,m25-29
2119,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:29:09,f35-39
2120,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:58:43,m25-29
2121,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:06:30,f25-29
2122,2013-09-22,marathon oasis de montreal,marathon,04:10:25,m35-39
2123,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,03:16:53,m40-44
2124,2013-09-22,marathon oasis de montreal,marathon,04:20:55,m30-34
2124,2013-05-26,ottawa race weekend,ottawa marathon,-1,m35-39
2124,2013-04-28,banque scotia 21km et 5km,21 km,01:46:02,m35-39
2124,2012-05-27,ottawa race weekend,marathon,04:01:48,m30-34
2125,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:29:02,m45-49
2126,2016-06-05,demi-marathon des vignobles,15 km,01:35:30,f20-29
2126,2015-11-08,demi-marathon des microbrasseries,10 km,01:05:16,f20-29
2126,2015-09-20,marathon oasis rock 'n' roll de montreal,5 km,00:27:39,f25-29
2127,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,02:07:50,m18-24
2128,2013-09-22,marathon oasis de montreal,marathon,04:04:20,m45-49
2129,2015-08-23,demi-marathon bonneville de lachine,10 km,01:10:05,f50-59
2129,2014-09-28,marathon oasis rock ‘n’ roll de montréal,demi-marathon,03:08:19,f55-59
2129,2014-08-24,demi-marathon bonneville de lachine,10 km,01:06:35,f50-59
2129,2014-06-08,la grande viree des sentiers st-bruno,10 km,01:07:02,f50-59
2129,2014-06-01,course d'ete des iles de boucherville,10 km (course),01:06:06,f50-59
2129,2014-04-27,banque scotia 21km et 5km,21 km,02:14:04,f50-54
2129,2013-10-06,classique du parc la fontaine,10 km,00:58:26,f50-59
2129,2013-09-22,marathon oasis de montreal,demi-marathon,02:13:29,f50-54
2129,2013-06-09,la grande viree des sentiers st-bruno,10 km,01:00:20,f50-59
2129,2013-06-02,course d'ete des iles de boucherville,10 km course,01:00:51,f50-59
2129,2013-05-26,ottawa race weekend,ottawa half-marathon - demi-marathon,-1,f50-54
2129,2012-10-14,classique du parc la fontaine,10 km,00:58:15,f50-59
2129,2012-09-23,marathon oasis de montreal,demi-marathon,02:14:47,f50-54
2129,2012-06-10,la grande viree des sentiers st-bruno,10 km,01:00:55,f50-59
2129,2012-06-02,course des iles,10 km,01:00:24,f50-59
2129,2012-02-19,défi hivernal ile bizard,10 km,01:03:26,f50-59
2130,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:13:00,m35-39
2130,2013-10-05,beauce run,demi marathon,01:42:48,m30-39
2130,2013-09-22,marathon oasis de montreal,demi-marathon,01:44:49,m35-39
2130,2013-08-25,marathon des deux rives lévis-québec,demi-marathon,01:46:21,m30-39
2131,2016-06-19,ironman 70.3 syracuse,overall,06:37:29,f30-34
2131,2016-06-05,triathlon challenge antoine-manseau joliette,triathlon sprint ag ouvert,01:27:34,f30-34
2131,2015-07-04,triathlon de gatineau,triathlon olympique,02:52:11,f25-29
2131,2014-09-28,run for the grapes half-marathon and 5km run,half marathon,01:53:34,f25-29
2131,2013-09-22,marathon oasis de montreal,marathon,04:12:10,f25-29
2131,2013-08-25,marathon des deux rives lévis-québec,demi-marathon,01:55:24,f20-29
2131,2013-06-29,demi marathon de sherbrooke,demi-marathon,01:57:59,f20-29
2131,2012-05-12,course de la fondation hopital saint jerome,21.1 km,01:50:20,f20-29
2132,2012-09-23,marathon oasis de montreal,marathon,03:45:58,m35-39
2133,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:38:13,m35-39
2133,2015-08-23,demi-marathon bonneville de lachine,21.1 km,02:19:01,m30-39
2134,2015-07-11,vert le raid - québec méga trail,50 km,05:45:21,m18-29
2134,2013-09-22,marathon oasis de montreal,marathon,03:23:59,m25-29
2135,2014-09-28,marathon oasis rock ‘n’ roll de montréal,demi-marathon,02:13:21,f40-44
2135,2013-09-22,marathon oasis de montreal,marathon,03:50:38,f40-44
2135,2012-05-27,ottawa race weekend,half marathon,02:32:18,f35-39
2136,2015-05-23,tamarack ottawa race weekend,ottawa 10k,-1,m30-34
2136,2013-09-22,marathon oasis de montreal,marathon,04:34:24,m25-29
2137,2013-09-22,marathon oasis de montreal,marathon,04:43:27,m30-34
2138,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:36:05,f40-44
2139,2016-07-15,demi-marathon de la bande du canal,demi-marathon,01:49:24,m40-49
2139,2016-04-30,marathon des érables,demi-marathon,01:39:47,m40-49
2139,2015-11-08,demi-marathon des microbrasseries,21 km,01:45:14,m40-49
2139,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:27:29,m40-44
2139,2015-04-25,demi-marathon des érables,demi-marathon,01:46:24,m40-49
2139,2013-09-22,marathon oasis de montreal,marathon,03:48:36,m35-39
2139,2013-06-02,course d'ete des iles de boucherville,21.1 km course,01:49:07,m30-39
2139,2013-05-26,ottawa race weekend,ottawa marathon,-1,m35-39
2139,2012-09-23,marathon oasis de montreal,demi-marathon,01:46:37,m35-39
2139,2012-06-02,course des iles,21 km,01:48:49,m30-39
2140,2016-04-24,banque scotia 21k de montreal,demi marathon,-1,m45-49
2140,2015-04-26,banque scotia 21k de montreal,demi marathon,01:37:14,m45-49
2140,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:27:00,m45-49
2140,2014-08-24,demi-marathon bonneville de lachine,demi-marathon,01:36:05,m40-49
2140,2014-04-27,banque scotia 21km et 5km,21 km,01:37:22,m45-49
2140,2013-05-26,ottawa race weekend,ottawa half-marathon - demi-marathon,-1,m45-49
2140,2013-02-17,demi marathon hypothermique,demi-marathon,01:46:17,m40-49
2140,2012-09-23,marathon oasis de montreal,demi-marathon,01:48:39,m45-49
2140,2012-05-27,ottawa race weekend,half marathon,01:52:54,m45-49
2141,2013-09-22,marathon oasis de montreal,marathon,04:32:37,m55-59
2142,2013-09-22,marathon oasis de montreal,marathon,04:14:33,m50-54
2143,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,06:32:35,m55-59
2144,2016-05-08,au rythme de nos foulées châteauguay,demi-marathon,01:31:25,m50-59
2144,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,03:29:08,m50-54
2144,2013-09-22,marathon oasis de montreal,demi-marathon,01:35:44,m50-54
2144,2012-09-23,marathon oasis de montreal,5 km sports experts,00:21:21,m45-49
2145,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,03:25:55,m40-44
2145,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:25:05,m40-44
2146,2013-09-22,marathon oasis de montreal,marathon,04:26:51,m40-44
2146,2013-05-12,au rythme de nos foulées châteauguay,5 km,00:24:46,m40-49
2147,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:59:40,f30-34
2147,2014-04-27,banque scotia 21km et 5km,21 km,02:16:29,f30-34
2147,2013-09-22,marathon oasis de montreal,marathon,05:22:13,f30-34
2147,2013-04-28,banque scotia 21km et 5km,21 km,02:25:40,f30-34
2147,2013-02-17,demi marathon hypothermique,demi-marathon,02:46:52,f30-39
2148,2016-08-24,ironman mont-tremblant,overall results,14:44:28,f45-49
2148,2016-06-27,ironman 70.3 mont-tremblant,individuel,06:17:22,f45-49
2148,2016-04-10,run for retina,half marathon run,02:06:55,f40-49
2148,2016-04-03,around the bay 30k road race,30 km,02:41:25,f45-49
2148,2015-08-29,wasaga beach triathlon,sprint triathlon,01:23:03,f45-49
2148,2015-06-20,guelph lake i subaru triathlon,5150 triathlon,02:58:00,f45-49
2148,2015-03-29,around the bay 30k road race,30 km,02:42:36,f40-44
2148,2014-10-26,niagara falls international marathon,marathon,03:59:58,f40-49
2148,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:19:30,f40-44
2148,2014-09-14,multisport canada triathlon series lakeside,olympic triathlon,02:52:09,f40-44
2148,2014-09-07,ironman 70.3 muskoka,individual results,06:35:57,f40-44
2148,2014-03-30,around the bay road races,30 km,02:42:01,f40-44
2148,2013-08-31,subaru guelph lake ii triathlon and duathlon,sprint triathlon,01:59:44,f40-44
2148,2013-08-17,a mid summer nights run,30 km,02:40:22,f40-49
2148,2013-08-11,iron girl tri for a cure,sprint triathlon,01:18:42,f40-44
2148,2013-06-08,multisport canada triathlon series binbrook,triathlon,02:08:11,f40-44
2148,2013-05-20,subaru victoria's duathlon,duathlon,01:49:34,f40-44
2148,2013-03-24,around the bay road races,30 km,02:40:24,f40-44
2148,2013-03-03,chilly half marathon & frosty 5km,half marathon run,01:48:18,f40-44
2148,2012-08-18,a mid summer nights run,30km race,02:46:02,f40-49
2148,2012-03-25,around the bay road races,30 km,02:54:58,f40-44
2149,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:45:40,f50-54
2149,2014-10-05,marathon de rimouski,demi-marathon,02:10:13,f40-49
2149,2013-10-06,marathon de rimouski,21.1km,02:08:26,f40-49
2150,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,03:30:49,m18-24
2150,2013-09-22,marathon oasis de montreal,marathon,03:47:04,m18-24
2151,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,02:19:43,f25-29
2152,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:22:41,m25-29
2152,2014-09-06,triathlon esprit de montreal,demi esprit,05:38:24,m25-29
2152,2013-09-22,marathon oasis de montreal,demi-marathon,01:44:56,m25-29
2153,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:35:56,f50-54
2154,2014-08-24,demi-marathon bonneville de lachine,10 km,01:03:02,no-age
2154,2014-08-10,triathlon verdun,duathlon sprint,01:16:08,m30-39
2154,2014-07-20,triathlon trimemphre de magog,duathlon olympique,03:02:35,m30-39
2154,2014-07-06,triathlon saint lambert,duathlon sprint,01:20:41,m30-39
2154,2014-06-29,triathlon victoriaville,duathlon sprint,01:22:17,m30-39
2154,2014-06-14,tour du lac brome,9 km trail,00:55:02,m30-39
2154,2014-06-01,triathlon de joliette,coupe du quebec duathlon sprint,01:11:47,m30-39
2154,2014-03-30,course et marche populaires de lasalle,5 km,00:23:39,m30-39
2154,2013-10-26,course 10km apocalypse/ course des citrouilles,1 km course,00:09:14,m35-39
2154,2013-09-22,marathon oasis de montreal,demi-marathon,01:42:50,m35-39
2154,2013-06-16,tour du lac brome,10 km route,00:50:40,m30-39
2154,2013-03-24,course et marche populaires de lasalle,10 km,00:48:24,m30-39
2154,2012-10-14,classique du parc la fontaine,5 km,00:20:22,m30-39
2155,2015-05-24,tamarack ottawa race weekend,ottawa marathon,-1,m40-44
2155,2015-01-24,vert le raid - trail de la nuit polaire,15 km,01:30:39,m40-49
2155,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,03:28:19,m40-44
2155,2014-05-25,tamarack ottawa race weekend,scotiabank ottawa half marathon,-1,m40-44
2156,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,03:44:44,m50-54
2157,2016-08-14,demi-marathon de mont-tremblant,demi-marathon,02:03:18,f30-39
2157,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,02:18:58,f30-34
2158,2012-09-23,marathon oasis de montreal,marathon,03:51:22,m25-29
2159,2016-08-14,demi-marathon de mont-tremblant,demi-marathon,02:09:27,f50-59
2159,2016-02-21,défi hivernal ile bizard,5 km,00:29:22,f50-59
2159,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:41:13,f45-49
2160,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,03:43:30,m25-29
2160,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:18:12,m25-29
2161,2015-08-16,ironman mont-tremblant,overall,14:01:24,f25-29
2161,2015-07-05,ironman 70.3 muskoka,overall,06:07:30,f25-29
2161,2013-10-27,niagara falls international marathon,half marathon,01:59:32,f20-24
2161,2013-09-22,marathon oasis de montreal,marathon,04:14:33,f18-24
2161,2012-10-21,niagara falls international marathon,half marathon,01:50:08,f20-24
2161,2012-08-26,marathon des deux rives lévis-québec,demi-marathon,01:59:43,f20-29
2162,2016-06-19,manitoba marathon,marathon,-1,f50-54
2162,2016-05-01,bmo vancouver marathon,marathon,04:13:55,f50-54
2162,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,03:57:11,f50-54
2162,2014-05-25,saskatchewan marathon,marathon,03:56:41,f50-59
2163,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,03:14:53,m35-39
2164,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:09:02,m55-59
2165,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:24:53,f35-39
2166,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:11:25,m25-29
2167,2012-09-23,marathon oasis de montreal,marathon,02:49:27,f18-24
2168,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:11:51,m18-24
2169,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,06:45:27,f18-24
2169,2013-09-22,marathon oasis de montreal,demi-marathon,02:01:00,f18-24
2170,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,03:06:55,m45-49
2171,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:08:27,m45-49
2171,2015-05-09,courir a notre santé fondation saint-jerome,10 km,00:45:20,m40-49
2172,2013-09-22,marathon oasis de montreal,marathon,03:46:57,m55-59
2173,2015-10-18,scotiabank toronto waterfront marathon,marathon,-1,f40-44
2173,2015-06-20,mud hero montreal,6km obstacle course,00:57:07,f40-44
2173,2014-09-14,demi-marathon granby,demi marathon course,02:09:49,f40-49
2173,2014-08-30,the canadian marathon half marathon 8km and 3km runs,half marathon,02:10:45,f40-44
2173,2014-06-15,tour du lac brome,20 km route,02:08:12,f40-49
2173,2014-06-14,tour du lac brome,22.2 km chemin de campagne,02:22:32,f40-49
2173,2013-10-06,marathon de rimouski,21.1km,02:13:04,f40-49
2173,2013-08-25,marathon des deux rives lévis-québec,marathon,04:26:14,f40-49
2173,2013-08-04,défi boréal sainte-anne-de-bellevue,5 km,00:25:08,f40-49
2173,2013-06-16,tour du lac brome,20 km route,01:57:16,f40-49
2173,2013-06-15,tour du lac brome,9 km trail,01:05:16,f40-49
2173,2013-05-26,ottawa race weekend,ottawa marathon,-1,f40-44
2173,2013-05-12,defi gerard cote de st-hyacinthe,10 km,00:51:53,f40-44
2173,2013-04-28,banque scotia 21km et 5km,21 km,01:55:19,f40-44
2173,2012-09-23,marathon oasis de montreal,marathon,04:34:33,f40-44
2173,2012-09-09,demi-marathon granby,10 km course,00:52:10,f40-49
2173,2012-08-26,marathon des deux rives lévis-québec,demi-marathon,02:05:49,f40-49
2173,2012-06-17,tour du lac brome,20 km route,01:57:00,f40-49
2173,2012-04-29,banque scotia 21km et 5km,21.1 km,02:01:33,f35-39
2173,2012-02-18,demi marathon hypothermique,demi marathon,02:04:33,f30-39
2174,2015-08-16,ironman mont-tremblant,overall,11:47:05,m40-44
2174,2015-06-21,ironman 70.3 mont-tremblant,individuel,05:08:37,m40-44
2174,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:01:38,m40-44
2174,2013-08-18,ironman mont-tremblant,overall results,11:51:23,m40-44
2174,2013-06-23,ironman mont-tremblant 70.3,70.3 results,05:29:40,m40-44
2174,2012-09-23,marathon oasis de montreal,marathon,04:05:37,m40-44
2174,2012-08-19,ironman mont-tremblant,overall,11:27:58,m40-44
2174,2012-06-24,ironman mont-tremblant 70.3,overall 70.3,05:15:52,m40-44
2175,2012-09-23,marathon oasis de montreal,marathon,03:03:11,m18-24
2175,2012-07-14,demi-marathon marcel jobin,21 km,01:25:36,m20-29
2176,2013-09-22,marathon oasis de montreal,marathon,03:55:54,m30-34
2176,2013-06-16,tour du lac brome,20 km route,01:34:43,m30-39
2176,2012-10-07,demi marathon des couleurs de becancour,demi marathon,01:45:53,m30-39
2176,2012-09-23,marathon oasis de montreal,10 km,00:44:27,m30-34
2177,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:50:54,f30-34
2178,2015-05-24,tamarack ottawa race weekend,ottawa marathon,-1,f35-39
2178,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,06:24:11,f35-39
2178,2014-05-25,tamarack ottawa race weekend,scotiabank ottawa marathon,-1,f35-39
2178,2013-09-22,army run - course de l'armee,half marathon - demi marathon,02:12:14,f30-34
2178,2013-05-26,ottawa race weekend,ottawa marathon,-1,f30-34
2179,2014-02-16,demi marathon hypothermique,demi-marathon,01:40:40,f30-39
2179,2013-09-29,course populaire du parc angrignon,1 km,00:06:45,f30-34
2179,2013-02-17,demi marathon hypothermique,demi-marathon,02:04:48,f30-39
2179,2012-09-23,marathon oasis de montreal,marathon,03:56:14,f35-39
2180,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:20:50,m45-49
2180,2015-02-22,demi-marathon des glaces,demi-marathon,01:57:10,m40-49
2180,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:46:44,m45-49
2180,2014-08-10,granfondo garneau-cascades,gran fondo,05:10:21,m40-49
2180,2014-08-10,granfondo garneau-cascades,king of the mountain,00:03:03,m40-49
2181,2014-08-17,ironman mont-tremblant,resultats,12:54:50,m25-29
2181,2013-09-22,marathon oasis de montreal,marathon,03:54:49,m25-29
2182,2014-09-28,marathon oasis rock ‘n’ roll de montréal,demi-marathon,01:49:48,m40-44
2182,2014-09-06,le pentathlon de victoriaville,cross country - 8 km,00:38:02,m40-49
2182,2014-06-29,triathlon victoriaville,triathlon olympique,02:48:18,m40-49
2182,2014-05-10,bonjour printemps,demi-marathon,01:39:51,m40-49
2182,2013-10-20,scotiabank toronto waterfront marathon,marathon,03:47:46,m40-44
2182,2013-09-22,marathon oasis de montreal,marathon,03:42:39,m40-44
2182,2013-09-07,le pentathlon de victoriaville,cross-country - 2 km,00:09:42,m40-49
2182,2013-06-30,triathlon victoriaville,duathlon sprint,01:15:04,m40-49
2182,2013-06-29,demi marathon de sherbrooke,demi-marathon,01:47:30,m40-49
2182,2013-05-12,bonjour printemps,demi marathon,01:41:38,m40-49
2182,2012-09-23,marathon oasis de montreal,marathon,03:55:37,m40-44
2182,2012-06-30,demi marathon de sherbrooke,demi marathon,02:07:31,m40-49
2183,2015-09-20,marathon oasis rock 'n' roll de montreal,5 km,00:41:07,m30-34
2184,2016-08-17,le 5km endurance,5 km,00:25:17,f20-29
2184,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,-1,f25-29
2185,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:52:39,m18-24
2186,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,06:42:42,f55-59
2187,2013-09-22,marathon oasis de montreal,marathon,05:31:52,f18-24
2187,2013-03-24,course et marche populaires de lasalle,10 km,01:02:41,f16-17
2187,2013-02-17,défi hivernal ile bizard,5 km,00:31:08,f16-17
2188,2012-09-23,marathon oasis de montreal,marathon,04:10:22,m18-24
2189,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:58:02,m40-44
2190,2012-09-23,marathon oasis de montreal,marathon,04:10:36,f30-34
2191,2016-04-10,course saint-laurent,10 km,00:34:26,m20-29
2191,2016-03-20,course et marche populaires de lasalle,10 km,00:34:26,m20-29
2191,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,03:53:08,m18-24
2191,2015-08-02,course mec montréal #6,10 km,00:35:17,m20-29
2192,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,03:59:28,f40-44
2192,2014-06-08,demi marathon des pompiers de shawinigan,10 km,00:49:09,no age
2192,2012-09-23,marathon oasis de montreal,demi-marathon,01:46:39,f40-44
2192,2012-06-10,demi marathon des pompiers de shawinigan,21 km,01:53:29,f30-39
2193,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,03:16:22,m30-34
2194,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,03:33:33,m30-34
2195,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,03:17:21,m45-49
2195,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,03:40:19,m45-49
2196,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,03:37:48,m25-29
2197,2014-10-19,classique du parc la fontaine,10 km,01:02:56,f40-49
2197,2013-09-22,marathon oasis de montreal,marathon,04:14:21,f40-44
2197,2013-06-16,tour du lac brome,20 km route,01:41:56,f40-49
2198,2014-10-19,classique du parc la fontaine,10 km,00:43:59,m30-39
2198,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:08:17,m30-34
2199,2013-09-22,marathon oasis de montreal,marathon,04:20:12,m30-34
2200,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:46:50,f30-34
2201,2016-07-31,trimemphré magog,triathlon sprint,01:25:59,m40-44
2201,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,03:30:07,m40-44
2201,2014-09-14,demi-marathon granby,5 km,00:19:43,m40-49
2201,2014-06-28,demi marathon de sherbrooke,demi-marathon,01:51:50,m40-49
2201,2014-06-15,tour du lac brome,10 km route,00:46:47,m40-49
2201,2013-10-06,marathon de rimouski,42.2km,03:28:48,m30-39
2201,2013-09-08,demi-marathon granby,21km course,01:36:09,m30-39
2201,2013-06-16,tour du lac brome,20 km route,01:39:46,m30-39
2202,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:29:56,f25-29
2203,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:25:56,f30-34
2204,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,03:59:05,m35-39
2205,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:56:02,m55-59
2206,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:34:27,m30-34
